ID,Lat,Lng,Bump,Distance(mi),Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Stop,Amenity,Side,Severity,timestamp
22,37.745056,-122.404999,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-12-03 15:48:13
23,37.808253,-122.366974,False,0.0,False,False,True,False,False,False,True,False,R,2,2020-02-02 16:13:00
24,37.743961,-122.405602,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-03-18 06:43:17
25,37.740952,-122.401541,False,0.0,False,False,False,False,False,False,False,False,L,2,2019-11-13 11:27:00
26,37.756828000000006,-122.40358,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-02-25 20:14:00
27,37.752502,-122.40303,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-01-08 18:36:27
28,37.807072,-122.475616,False,0.0,False,False,False,False,False,False,False,False,R,2,2016-07-03 12:41:21
29,37.743917,-122.405635,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-09 14:38:00
30,37.737713,-122.40786,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-01-07 18:56:44
31,37.76041,-122.40628999999998,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-05-18 22:45:01
32,37.722614,-122.447754,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-06-02 17:01:54
33,37.774974,-122.410062,False,0.0,True,False,False,False,False,False,False,True,L,2,2019-09-24 15:20:00
34,37.771858,-122.423309,False,0.0,True,False,False,False,True,False,False,False,L,2,2018-09-02 22:35:19
35,37.825615,-122.479279,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-12-02 09:21:28
36,37.76778,-122.395988,False,0.540000021458,False,False,False,False,False,False,False,False,R,3,2019-01-08 16:52:18
37,37.772949,-122.406563,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-09-14 09:52:34
38,37.73222,-122.41524,False,0.442,False,False,False,False,False,False,False,False,R,2,2017-03-24 15:08:31
39,37.719141,-122.448457,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-12-07 15:16:00
40,37.712811,-122.453491,False,0.0,False,False,False,False,False,False,False,False,L,3,2019-10-08 15:36:29
41,37.77412,-122.405762,False,0.300000011921,False,False,False,False,False,False,False,False,R,3,2019-12-20 15:36:58
42,37.731355,-122.423836,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-05-14 13:33:00
43,37.806531,-122.368896,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-04-27 19:44:22
44,37.800937,-122.447865,False,0.012,True,True,False,False,False,False,False,False,R,2,2020-10-27 17:52:00
45,37.80827,-122.36701,False,0.0,False,False,True,False,False,False,True,False,R,2,2020-03-22 16:21:00
46,37.775564,-122.405811,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-29 19:31:00
47,37.734898,-122.408661,False,0.01,False,False,False,False,False,False,False,False,R,3,2017-01-19 15:04:05
48,37.80669,-122.474869,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-21 13:31:29
49,37.785542,-122.39138,False,0.01,False,False,True,False,False,False,False,False,R,3,2016-11-30 17:38:08
50,37.765283,-122.404835,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-04-30 16:47:00
51,37.752007,-122.403053,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-10 17:48:11
52,37.74496,-122.40522,False,0.0,False,False,True,False,False,False,False,False,R,1,2020-06-07 05:14:09
53,37.731983,-122.415413,False,0.01,False,False,False,False,False,False,False,False,R,3,2016-11-02 22:27:43
54,37.74492,-122.40505,False,0.539,False,False,True,False,False,False,False,False,R,2,2016-06-01 15:08:07
55,37.762817,-122.392799,False,0.0,False,False,False,False,False,False,False,False,R,3,2017-07-25 09:01:28
56,37.752502,-122.40303,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-11-04 09:39:31
57,37.72362,-122.40134,False,0.136,False,False,False,False,False,False,False,False,R,2,2016-09-07 07:35:53
58,37.778107,-122.401192,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-12-12 17:15:06
59,37.778091,-122.401176,False,0.0,False,False,False,False,False,False,False,False,R,3,2017-11-05 21:18:21
60,37.74497,-122.40521,False,0.0,False,False,True,False,False,False,False,False,R,4,2020-04-30 22:44:01
61,37.74492,-122.40505,False,0.539,False,False,True,False,False,False,False,False,R,2,2016-05-12 20:47:48
62,37.765289,-122.404892,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-03-23 17:12:33
63,37.720791,-122.400223,False,0.0,False,False,True,False,False,False,False,False,R,2,2018-11-08 07:03:54
64,37.749699,-122.397285,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-05-29 02:44:26
65,37.767597,-122.396248,False,0.0,False,False,False,False,True,False,False,False,R,3,2020-05-29 15:12:54
66,37.76542,-122.40486,False,0.249,False,False,False,False,False,False,False,False,R,2,2019-02-14 15:43:30
67,37.77129,-122.40853,False,0.0,False,False,False,False,False,False,False,True,R,3,2020-05-02 16:34:10
68,37.73174,-122.40434,False,0.275,False,False,False,False,False,False,False,False,L,2,2016-12-03 16:09:43
69,37.731361,-122.423836,False,0.0,False,False,True,False,False,False,False,False,R,3,2019-12-25 06:12:04
70,37.761814,-122.40586100000002,False,0.01,False,False,True,False,False,False,False,False,R,2,2017-04-07 09:30:48
71,37.711308,-122.395531,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-01-04 19:09:42
72,37.711311,-122.395523,False,0.0,False,False,True,False,False,False,False,False,R,2,2017-12-04 09:16:52
73,37.740299,-122.407848,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-11-01 18:50:00
74,37.80715,-122.47567,False,0.008,False,False,False,False,False,False,False,False,R,3,2018-03-22 11:04:08
75,37.719141,-122.448457,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-12-07 13:51:00
76,37.807153,-122.475694,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-06-28 18:43:00
77,37.775528,-122.426094,False,0.0,True,False,False,False,False,False,False,True,L,2,2018-02-14 14:54:07
78,37.770084,-122.42086,False,0.0,False,False,False,False,False,False,False,False,L,2,2017-11-05 09:07:41
79,37.72999,-122.403729,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-02-07 15:04:00
80,37.81053,-122.36464,False,0.0,False,False,True,False,False,False,False,False,R,2,2016-06-29 11:29:38
81,37.73864,-122.407997,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-09-26 08:30:27
82,37.76083,-122.39235,False,0.374,False,False,True,False,False,False,False,False,R,2,2016-12-12 19:00:44
83,37.76181,-122.405846,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-10-09 20:19:00
84,37.727920000000005,-122.40295,False,0.106,False,False,False,False,False,False,False,False,R,3,2017-02-22 09:07:07
85,37.759823,-122.392258,False,0.01,False,False,False,False,False,False,False,False,R,3,2016-05-05 10:49:48
86,37.73235,-122.4141,False,0.67,False,False,False,False,False,False,False,False,R,2,2019-06-03 18:11:24
87,37.808323,-122.36736299999998,False,0.0,False,False,True,False,False,False,True,False,R,3,2019-02-08 18:40:24
88,37.81053,-122.36464,False,0.0,False,False,True,False,False,False,False,False,R,1,2020-04-26 18:21:34
89,37.752501,-122.402997,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-12-03 17:39:00
90,37.808491,-122.367348,False,0.0,False,False,False,False,False,False,True,False,R,3,2019-12-25 18:04:59
91,37.78699,-122.389859,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-10-01 17:09:00
92,37.743958,-122.405594,False,0.01,False,False,False,False,False,False,False,False,R,2,2017-03-23 18:29:54
93,37.73497,-122.406746,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-10-28 11:07:01
94,37.732208,-122.414513,False,0.0,False,False,True,False,False,False,False,False,R,3,2018-11-06 15:04:32
95,37.778081,-122.401165,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-12-20 22:15:00
96,37.803097,-122.452774,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-07-19 19:32:39
97,37.765282,-122.40485,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-19 17:41:30
98,37.81052,-122.36465,False,0.0,False,False,True,False,False,False,False,False,R,4,2020-03-20 11:43:34
99,37.711312,-122.395505,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-11-01 19:05:00
100,37.7785,-122.4056,False,0.0,True,False,False,False,False,False,False,False,L,2,2019-02-15 17:14:13
101,37.767635,-122.396201,False,0.0,False,False,False,False,True,False,False,False,R,2,2020-02-28 18:20:00
102,37.798157,-122.377769,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-03-04 12:52:11
103,37.752501,-122.402997,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-11-08 17:48:00
104,37.732292,-122.414909,False,0.0,False,False,True,False,False,False,False,False,R,3,2018-02-13 07:48:12
105,37.786995000000005,-122.38987,False,0.0,False,False,False,False,False,False,False,False,R,3,2017-09-05 12:51:39
106,37.778062,-122.401983,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-10-05 15:25:00
107,37.813098,-122.36171000000002,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-01-24 18:03:00
108,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-09-27 18:52:16
109,37.76181,-122.405846,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-01-18 17:24:00
110,37.73864,-122.407997,False,0.0,False,False,False,False,False,False,False,False,R,2,2016-08-10 11:56:39
111,37.807072,-122.475616,False,0.01,False,False,False,False,False,False,False,False,R,2,2016-11-08 18:19:08
112,37.752502,-122.403008,False,0.0,False,False,True,False,False,False,False,False,R,2,2017-06-13 15:59:04
113,37.779289,-122.400429,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-03-27 14:08:30
114,37.743961,-122.405602,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-06-21 02:27:43
115,37.73137,-122.42359,False,0.422,False,False,False,False,False,False,False,False,R,2,2017-02-07 05:31:50
116,37.709316,-122.467303,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-02-06 16:08:00
117,37.767809,-122.405666,False,0.106,False,False,False,False,False,False,False,False,R,2,2020-09-24 07:17:30
118,37.765289,-122.404892,False,0.0,False,False,False,False,False,False,False,False,R,3,2017-09-02 06:15:59
119,37.73221,-122.43226,False,0.406,False,False,True,False,False,False,False,False,R,2,2016-04-12 16:23:48
120,37.81053,-122.36464,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-03-26 22:10:14
121,37.75311,-122.4028,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-10-22 14:04:30
122,37.733986,-122.405937,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-10-08 13:45:16
123,37.732292,-122.414909,False,0.0,False,False,True,False,False,False,False,False,R,3,2018-09-24 08:51:27
124,37.752502,-122.40303,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-10-14 15:50:00
125,37.743958,-122.405777,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-07-10 23:14:21
126,37.63275,-122.40273,False,0.611,False,False,False,False,False,False,False,False,R,2,2018-06-04 05:39:55
127,37.770916,-122.405716,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-09-25 18:33:41
128,37.80669,-122.474869,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-08-17 02:20:54
129,37.749271,-122.403854,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-11-15 09:33:38
130,37.729946000000005,-122.439507,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-03-10 06:28:50
131,37.724003,-122.401497,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-06-02 18:34:07
132,37.808987,-122.366852,False,0.270000010729,False,False,False,False,False,False,False,False,R,3,2018-01-25 17:39:41
133,37.769375,-122.405533,False,0.01,False,False,False,False,False,False,False,False,R,2,2017-04-24 00:48:13
134,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-05-12 18:50:03
135,37.80773,-122.36762,False,0.0,False,False,False,False,False,False,False,False,R,1,2020-05-01 14:07:54
136,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-03-22 23:52:12
137,37.808498,-122.366852,False,0.01,False,False,False,False,False,False,True,False,R,3,2017-01-19 12:25:00
138,37.761857,-122.405846,False,0.001,False,False,True,False,False,False,False,False,R,2,2016-04-26 15:35:16
139,37.71019,-122.395515,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-08-13 06:44:52
140,37.80791,-122.3674,False,0.214,False,False,True,False,False,False,False,False,R,3,2019-05-17 21:22:32
141,37.733389,-122.411624,False,0.517,False,False,False,False,False,False,False,False,R,3,2017-09-29 09:57:57
142,37.719101,-122.399734,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-07-12 07:25:42
143,37.77286,-122.40655,False,0.0,False,False,True,False,False,False,False,False,R,3,2020-06-11 11:36:07
144,37.740299,-122.407848,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-04-10 07:02:00
145,37.76197,-122.40578,False,0.069,False,False,True,False,False,False,False,False,R,2,2017-05-18 13:18:09
146,37.74842,-122.40411,False,0.057,False,False,False,False,False,False,False,False,R,2,2016-08-04 10:09:00
147,37.74302,-122.47566,False,0.0,True,False,False,False,True,False,False,True,R,3,2020-05-31 14:40:02
148,37.711315,-122.395523,False,0.01,False,False,True,False,False,False,False,False,R,2,2016-05-25 10:56:19
149,37.772163,-122.40663899999998,False,0.01,False,False,False,False,False,False,False,False,R,3,2016-12-06 00:24:43
150,37.786995000000005,-122.38987,False,0.0,False,False,False,False,False,False,False,False,R,3,2016-06-18 21:26:33
151,37.813084,-122.36168700000002,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-04-03 06:13:08
152,37.75254,-122.40301,False,0.37,False,False,True,False,False,False,False,False,R,2,2017-04-21 12:46:24
153,37.818817,-122.478479,False,0.7440000000000001,False,False,False,False,False,False,False,False,R,2,2018-02-19 12:47:00
154,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-02-25 12:41:14
155,37.787992,-122.393609,False,0.0,True,False,False,False,False,False,False,True,R,2,2019-11-05 09:43:00
156,37.784877,-122.39266,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-03-30 08:32:00
157,37.811161,-122.363976,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-06-20 18:50:39
158,37.72135,-122.44822,False,0.1119999999999999,True,False,False,False,False,False,False,False,R,2,2017-10-04 18:54:23
159,37.807072,-122.475616,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-08-19 23:52:21
160,37.786991,-122.389854,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-05-24 04:09:23
161,37.74497,-122.40521,False,0.0,False,False,True,False,False,False,False,False,R,1,2020-05-01 06:08:30
162,37.7862,-122.39069,False,0.078,False,False,False,False,False,False,False,False,R,2,2016-05-24 06:51:33
163,37.738415,-122.408134,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-08-19 17:14:42
164,37.770645,-122.405922,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-03-08 01:42:08
165,37.71951,-122.44843,False,0.0,False,False,False,False,False,False,False,False,R,1,2020-06-03 23:40:59
166,37.714134,-122.451393,False,0.01,False,False,False,False,False,False,False,False,R,3,2016-11-15 11:34:59
167,37.73186,-122.418282,False,0.131,False,False,False,False,False,False,False,False,R,3,2017-09-16 13:07:44
168,37.76197,-122.40578,False,0.472,False,False,True,False,False,False,False,False,R,2,2019-05-22 16:02:16
169,37.709328,-122.467316,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-10-26 10:35:00
170,37.726304,-122.446015,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-10-17 15:51:00
171,37.770914000000005,-122.405721,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-01-04 18:43:00
172,37.808253,-122.366974,False,0.0,False,False,True,False,False,False,True,False,R,2,2019-10-04 17:09:00
173,37.808252,-122.366974,False,0.057,False,False,True,False,False,False,True,False,R,2,2020-11-16 17:56:00
174,37.75254,-122.40301,False,0.37,False,False,True,False,False,False,False,False,R,2,2018-03-07 15:01:19
175,37.765419,-122.404861,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-08-27 15:13:14
176,37.755207,-122.391731,False,0.0,False,False,False,False,False,False,False,False,L,2,2019-06-20 17:46:28
177,37.71916,-122.44826,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-02-26 12:40:00
178,37.73679,-122.40319,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-04-24 17:22:36
179,37.749058000000005,-122.476128,False,0.0,False,False,False,False,False,False,False,False,R,2,2016-10-05 12:19:39
180,37.784858,-122.392571,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-09 14:05:00
181,37.808323,-122.36736299999998,False,0.0,False,False,True,False,False,False,True,False,R,3,2019-01-19 14:10:48
182,37.75251,-122.40279,False,0.674,False,False,True,False,False,False,False,False,R,3,2020-05-15 13:18:06
183,37.73316,-122.41225,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-03-09 07:54:30
184,37.807153,-122.475694,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-01-23 10:22:00
185,37.77792,-122.4015,False,0.035,False,False,True,False,False,False,False,False,R,2,2020-05-14 11:41:00
186,37.76946,-122.41098,False,0.008,False,False,False,False,False,False,False,False,R,2,2020-01-31 17:33:30
187,37.80771,-122.36764,False,0.037,False,False,False,False,False,False,False,False,R,2,2017-11-22 15:25:09
188,37.811178000000005,-122.364005,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-10-19 23:06:00
189,37.732281,-122.432076,False,0.0,False,False,True,False,False,False,False,False,R,3,2016-09-07 19:21:42
190,37.7251,-122.40167,False,0.481,False,False,True,False,False,False,False,False,R,2,2019-05-01 10:22:43
191,37.75254,-122.40301,False,0.8340000000000001,False,False,True,False,False,False,False,False,R,3,2017-12-08 21:40:07
192,37.729954,-122.439507,False,0.01,False,False,False,False,False,False,False,False,R,3,2016-11-30 14:04:48
193,37.767404,-122.389257,False,0.032,True,False,False,False,True,False,False,False,R,2,2017-02-03 12:51:01
194,37.785029,-122.406754,False,0.0,True,False,False,False,True,False,False,True,L,2,2019-11-01 15:06:00
195,37.761818,-122.405869,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-02-01 10:41:58
196,37.782456,-122.395667,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-10-20 13:05:00
197,37.731355,-122.423836,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-12-25 13:54:00
198,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2017-08-18 20:56:46
199,37.784858,-122.392571,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-10-02 18:27:00
200,37.72297,-122.4477,False,0.178,False,False,False,False,False,False,False,False,R,2,2016-12-15 16:39:46
201,37.750233,-122.39222,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-09-06 18:10:31
202,37.808253,-122.366974,False,0.0,False,False,True,False,False,False,True,False,R,2,2020-05-30 14:27:00
203,37.808498,-122.366852,False,0.01,False,False,False,False,False,False,True,False,R,3,2017-01-29 23:57:25
204,37.808253,-122.366974,False,0.0,False,False,True,False,False,False,True,False,R,2,2020-01-05 01:31:00
205,37.727318,-122.402756,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-01-14 08:42:58
206,37.807648,-122.475792,False,0.0,True,False,False,False,False,False,False,False,R,2,2018-05-16 07:34:47
207,37.80811,-122.36719,False,0.037,False,False,True,False,False,False,False,False,R,2,2018-03-30 19:29:15
208,37.7862,-122.39069,False,0.078,False,False,False,False,False,False,False,False,R,2,2016-05-18 16:43:10
209,37.71383,-122.47159,False,0.155,False,False,False,False,False,False,False,False,R,2,2018-01-05 18:13:43
210,37.629623,-122.401779,False,0.310000002384,False,False,False,False,False,False,False,False,R,2,2018-10-18 16:34:15
211,37.71554,-122.398495,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-02-22 21:29:00
212,37.734327,-122.405044,False,0.026,False,False,False,False,False,False,False,False,R,2,2020-11-17 12:32:00
213,37.794372,-122.469616,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-04-24 14:47:00
214,37.71403,-122.45152,False,0.204,False,False,False,False,False,False,False,False,R,2,2018-10-10 18:29:54
215,37.787746000000006,-122.39502,False,0.01,True,False,False,False,False,False,False,False,R,2,2016-06-08 03:52:41
216,37.774315,-122.406342,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-08-12 18:09:01
217,37.719157,-122.448254,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-24 16:47:00
218,37.736418,-122.408122,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-03-08 12:23:41
219,37.813098,-122.36171000000002,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-19 17:27:00
220,37.71145,-122.39556,False,0.542,False,False,False,False,False,False,False,False,R,2,2017-03-13 06:57:28
221,37.71951,-122.44822,False,0.016,False,False,False,False,False,False,False,False,R,3,2016-06-21 07:59:31
222,37.72401,-122.401464,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-06-10 21:42:00
223,37.773049,-122.3977,False,0.023,False,False,False,False,False,False,False,False,R,2,2017-12-20 16:40:03
224,37.73226,-122.43197,False,0.257,False,False,True,False,False,False,False,False,R,2,2017-01-02 18:36:45
225,37.78939,-122.38702,False,0.045,False,False,False,False,False,False,False,False,R,2,2017-11-20 14:22:54
226,37.753134,-122.40282,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-12-15 11:35:00
227,37.772163,-122.40663899999998,False,0.0,False,False,False,False,False,False,False,False,R,3,2017-10-31 14:15:35
228,37.71011,-122.3955,False,0.706,False,False,True,False,False,False,False,False,R,2,2017-01-09 07:52:46
229,37.765282,-122.404846,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-01-11 21:10:41
230,37.791954,-122.469727,False,0.01,False,False,False,False,False,False,False,False,R,2,2016-03-24 18:40:28
231,37.793243,-122.46965,False,0.00999999977648,False,False,False,False,False,False,False,False,R,2,2017-05-22 16:11:31
232,37.733097,-122.405617,False,0.0,False,False,True,False,False,False,False,False,R,3,2017-08-13 02:18:08
233,37.787079,-122.387856,False,0.01,True,False,False,False,True,False,False,False,R,2,2016-04-27 18:13:18
234,37.74496,-122.40522,False,0.0,False,False,True,False,False,False,False,False,R,1,2020-06-22 03:50:05
235,37.765285,-122.404907,False,0.0,False,False,False,False,False,False,False,False,R,2,2016-08-28 05:51:49
236,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-07-23 09:09:07
237,37.73226,-122.43197,False,0.431,False,False,True,False,False,False,False,False,R,2,2017-01-16 15:34:22
238,37.76905,-122.40925,False,0.228,False,False,False,False,False,False,False,False,L,3,2017-09-19 13:13:00
239,37.815472,-122.35862,False,0.01,False,False,False,False,False,False,False,False,R,3,2017-04-07 00:38:27
240,37.740032,-122.408081,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-13 15:33:00
241,37.733096,-122.405622,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-05-25 11:00:00
242,37.81052,-122.36465,False,0.0,False,False,True,False,False,False,False,False,R,3,2020-03-22 15:29:49
243,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2017-11-16 03:48:22
244,37.81053,-122.36464,False,0.0,False,False,True,False,False,False,False,False,R,1,2020-05-30 01:36:13
245,37.798439,-122.460396,False,0.0,True,False,False,False,False,False,False,False,L,2,2017-04-25 13:12:45
246,37.797992,-122.459449,False,0.0,True,False,False,False,False,False,True,False,R,2,2020-03-09 12:31:00
247,37.743949,-122.405578,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-02-06 16:03:00
248,37.749577,-122.404175,False,1.64999997616,False,False,True,False,False,False,False,False,R,2,2018-03-20 09:25:29
249,37.80811,-122.36719,False,0.037,False,False,True,False,False,False,False,False,R,2,2017-04-18 16:46:20
250,37.632423,-122.402687,False,0.0,False,False,True,False,False,False,False,False,R,2,2019-09-20 17:21:51
251,37.784858,-122.392571,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-12-18 16:14:00
252,37.78009,-122.398582,False,0.0,True,False,False,False,False,False,False,False,R,3,2018-01-10 06:53:24
253,37.77034,-122.40974,False,0.273,False,False,False,False,False,False,False,False,R,2,2017-08-25 14:42:55
254,37.813098,-122.36171000000002,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-03-28 23:31:00
255,37.773497,-122.440733,False,0.0,True,False,False,False,False,False,False,True,R,2,2019-09-30 12:59:00
256,37.756878,-122.40343500000002,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-10-18 16:13:41
257,37.791867,-122.469653,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-11 17:24:00
258,37.717335,-122.399124,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-05-02 13:59:37
259,37.813697,-122.361552,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-02-20 09:59:00
260,37.744602,-122.395226,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-05-21 02:48:00
261,37.807072,-122.475616,False,0.01,False,False,False,False,False,False,False,False,R,2,2016-11-22 19:01:19
262,37.800739,-122.447647,False,0.0,True,False,False,False,False,False,False,False,R,2,2020-10-27 10:56:21
263,37.761768,-122.38868,False,0.0,True,False,False,False,True,False,False,False,R,2,2019-07-19 06:29:53
